,File,Label,annotated,path,Label_bio,Label_bio_str
1431,example_cluster181_image10.png,Stroma|Lymphocytes,Yes,output/export/clusters/example_cluster181_image10.png,"['Lymphocytes', 'Stroma']",Lymphocytes|Stroma
1432,example_cluster114_image5.png,Stroma,Yes,output/export/clusters/example_cluster114_image5.png,['Stroma'],Stroma
1433,example_cluster99_image18.png,Stroma|Tumor,Yes,output/export/clusters/example_cluster99_image18.png,"['Stroma', 'Tumor']",Stroma|Tumor
1434,example_cluster102_image17.png,Connective tissue,Yes,output/export/clusters/example_cluster102_image17.png,['Connective tissue'],Connective tissue
1435,example_cluster63_image2.png,Connective tissue|Orange Images,Yes,output/export/clusters/example_cluster63_image2.png,['Connective tissue'],Connective tissue
1436,example_cluster15_image23.png,Stroma,Yes,output/export/clusters/example_cluster15_image23.png,['Stroma'],Stroma
1437,example_cluster24_image14.png,Normal,Yes,output/export/clusters/example_cluster24_image14.png,['Normal'],Normal
1438,example_cluster144_image2.png,WBCs|RBCs,Yes,output/export/clusters/example_cluster144_image2.png,"['RBCs', 'WBCs']",RBCs|WBCs
1439,example_cluster105_image14.png,Tumor,Yes,output/export/clusters/example_cluster105_image14.png,['Tumor'],Tumor
1440,example_cluster3_image8.png,RBCs|Out of focus,Yes,output/export/clusters/example_cluster3_image8.png,['RBCs'],RBCs
1441,example_cluster180_image11.png,Tumor,Yes,output/export/clusters/example_cluster180_image11.png,['Tumor'],Tumor
1442,example_cluster104_image6.png,Orange Images|Tumor,Yes,output/export/clusters/example_cluster104_image6.png,['Tumor'],Tumor
1443,example_cluster171_image20.png,WBCs|RBCs,Yes,output/export/clusters/example_cluster171_image20.png,"['RBCs', 'WBCs']",RBCs|WBCs
1444,example_cluster28_image10.png,Stroma,Yes,output/export/clusters/example_cluster28_image10.png,['Stroma'],Stroma
1445,example_cluster101_image18.png,Stroma|Tumor|Lymphocytes,Yes,output/export/clusters/example_cluster101_image18.png,"['Stroma', 'Lymphocytes', 'Tumor']",Stroma|Lymphocytes|Tumor
1446,example_cluster98_image19.png,RBCs|Stroma|Lymphocytes,Yes,output/export/clusters/example_cluster98_image19.png,"['RBCs', 'Stroma', 'Lymphocytes']",RBCs|Stroma|Lymphocytes
1448,example_cluster20_image18.png,Stroma|Tumor,Yes,output/export/clusters/example_cluster20_image18.png,"['Stroma', 'Tumor']",Stroma|Tumor
1449,example_cluster23_image6.png,Tumor,Yes,output/export/clusters/example_cluster23_image6.png,['Tumor'],Tumor
1450,example_cluster179_image19.png,Out of focus|Tumor,Yes,output/export/clusters/example_cluster179_image19.png,['Tumor'],Tumor
1451,example_cluster109_image10.png,WBCs|Stroma|Tumor,Yes,output/export/clusters/example_cluster109_image10.png,"['Stroma', 'WBCs', 'Tumor']",Stroma|WBCs|Tumor
1452,example_cluster26_image12.png,Tumor,Yes,output/export/clusters/example_cluster26_image12.png,['Tumor'],Tumor
1453,example_cluster83_image0.png,Connective tissue|Tumor,Yes,output/export/clusters/example_cluster83_image0.png,"['Connective tissue', 'Tumor']",Connective tissue|Tumor
1454,example_cluster17_image21.png,Stroma|Tumor,Yes,output/export/clusters/example_cluster17_image21.png,"['Stroma', 'Tumor']",Stroma|Tumor
1455,example_cluster107_image12.png,WBCs|RBCs,Yes,output/export/clusters/example_cluster107_image12.png,"['RBCs', 'WBCs']",RBCs|WBCs
1456,example_cluster164_image0.png,Connective tissue|Pigment,Yes,output/export/clusters/example_cluster164_image0.png,"['Connective tissue', 'Pigment']",Connective tissue|Pigment
1457,example_cluster103_image16.png,Stroma|Tumor,Yes,output/export/clusters/example_cluster103_image16.png,"['Stroma', 'Tumor']",Stroma|Tumor
1458,example_cluster124_image4.png,Tumor,Yes,output/export/clusters/example_cluster124_image4.png,['Tumor'],Tumor
1459,example_cluster43_image4.png,Necrosis,Yes,output/export/clusters/example_cluster43_image4.png,['Necrosis'],Necrosis
1460,example_cluster22_image16.png,Normal,Yes,output/export/clusters/example_cluster22_image16.png,['Normal'],Normal
1461,example_cluster50_image24.png,RBCs,Yes,output/export/clusters/example_cluster50_image24.png,['RBCs'],RBCs
1462,example_cluster170_image3.png,Tumor|Lymphocytes,Yes,output/export/clusters/example_cluster170_image3.png,"['Lymphocytes', 'Tumor']",Lymphocytes|Tumor
1463,example_cluster27_image2.png,RBCs,Yes,output/export/clusters/example_cluster27_image2.png,['RBCs'],RBCs
1466,example_cluster7_image4.png,Stroma|Lymphocytes,Yes,output/export/clusters/example_cluster7_image4.png,"['Lymphocytes', 'Stroma']",Lymphocytes|Stroma
1467,example_cluster140_image15.png,Tumor,Yes,output/export/clusters/example_cluster140_image15.png,['Tumor'],Tumor
1468,example_cluster54_image20.png,Orange Images|Stroma|Tumor,Yes,output/export/clusters/example_cluster54_image20.png,"['Stroma', 'Tumor']",Stroma|Tumor
1469,example_cluster63_image11.png,Muscle,Yes,output/export/clusters/example_cluster63_image11.png,['Muscle'],Muscle
1470,example_cluster199_image8.png,Tumor,Yes,output/export/clusters/example_cluster199_image8.png,['Tumor'],Tumor
1471,example_cluster135_image20.png,Orange Images|Tumor,Yes,output/export/clusters/example_cluster135_image20.png,['Tumor'],Tumor
1472,example_cluster144_image11.png,Necrosis,Yes,output/export/clusters/example_cluster144_image11.png,['Necrosis'],Necrosis
1473,example_cluster130_image7.png,RBCs,Yes,output/export/clusters/example_cluster130_image7.png,['RBCs'],RBCs
1474,example_cluster61_image13.png,Connective tissue,Yes,output/export/clusters/example_cluster61_image13.png,['Connective tissue'],Connective tissue
1475,example_cluster52_image22.png,Stroma,Yes,output/export/clusters/example_cluster52_image22.png,['Stroma'],Stroma
1476,example_cluster47_image0.png,RBCs|Orange Images,Yes,output/export/clusters/example_cluster47_image0.png,['RBCs'],RBCs
1478,example_cluster142_image13.png,RBCs,Yes,output/export/clusters/example_cluster142_image13.png,['RBCs'],RBCs
1480,example_cluster133_image22.png,RBCs|Tumor|Lymphocytes,Yes,output/export/clusters/example_cluster133_image22.png,"['RBCs', 'Tumor', 'Lymphocytes']",RBCs|Tumor|Lymphocytes
1481,example_cluster128_image0.png,Glass/Blank,Yes,output/export/clusters/example_cluster128_image0.png,[],Glass/Blank
1482,example_cluster150_image5.png,Stroma|Tumor,Yes,output/export/clusters/example_cluster150_image5.png,"['Stroma', 'Tumor']",Stroma|Tumor
1483,example_cluster141_image14.png,Liver|Pigment,Yes,output/export/clusters/example_cluster141_image14.png,"['Liver', 'Pigment']",Liver|Pigment
1485,example_cluster118_image1.png,RBCs,Yes,output/export/clusters/example_cluster118_image1.png,['RBCs'],RBCs
1486,example_cluster51_image23.png,Orange Images|Stroma|Tumor,Yes,output/export/clusters/example_cluster51_image23.png,"['Stroma', 'Tumor']",Stroma|Tumor
1487,example_cluster180_image2.png,Stroma|Tumor,Yes,output/export/clusters/example_cluster180_image2.png,"['Stroma', 'Tumor']",Stroma|Tumor
1488,example_cluster37_image1.png,Out of focus|Tumor,Yes,output/export/clusters/example_cluster37_image1.png,['Tumor'],Tumor
1489,example_cluster60_image14.png,Connective tissue|Orange Images|Lymphocytes,Yes,output/export/clusters/example_cluster60_image14.png,"['Connective tissue', 'Lymphocytes']",Connective tissue|Lymphocytes
1490,example_cluster145_image10.png,RBCs|Mucin,Yes,output/export/clusters/example_cluster145_image10.png,"['RBCs', 'Mucin']",RBCs|Mucin
1491,example_cluster140_image6.png,Stroma|Tumor,Yes,output/export/clusters/example_cluster140_image6.png,"['Stroma', 'Tumor']",Stroma|Tumor
1492,example_cluster64_image10.png,Tumor,Yes,output/export/clusters/example_cluster64_image10.png,['Tumor'],Tumor
1493,example_cluster134_image21.png,Necrosis|Tumor,Yes,output/export/clusters/example_cluster134_image21.png,"['Necrosis', 'Tumor']",Necrosis|Tumor
1494,example_cluster143_image12.png,Glass/Blank,Yes,output/export/clusters/example_cluster143_image12.png,[],Glass/Blank
1495,example_cluster120_image8.png,Stroma|Tumor,Yes,output/export/clusters/example_cluster120_image8.png,"['Stroma', 'Tumor']",Stroma|Tumor
1496,example_cluster189_image9.png,Stroma|Lymphocytes,Yes,output/export/clusters/example_cluster189_image9.png,"['Lymphocytes', 'Stroma']",Lymphocytes|Stroma
1497,example_cluster62_image12.png,Necrosis|Orange Images,Yes,output/export/clusters/example_cluster62_image12.png,['Necrosis'],Necrosis
1498,example_cluster53_image21.png,Tumor,Yes,output/export/clusters/example_cluster53_image21.png,['Tumor'],Tumor
1499,example_cluster160_image4.png,RBCs|Tumor,Yes,output/export/clusters/example_cluster160_image4.png,"['RBCs', 'Tumor']",RBCs|Tumor
1500,example_cluster17_image3.png,Stroma|Tumor,Yes,output/export/clusters/example_cluster17_image3.png,"['Stroma', 'Tumor']",Stroma|Tumor
1501,example_cluster45_image11.png,Orange Images|Stroma,Yes,output/export/clusters/example_cluster45_image11.png,['Stroma'],Stroma
1505,example_cluster71_image3.png,Connective tissue,Yes,output/export/clusters/example_cluster71_image3.png,['Connective tissue'],Connective tissue
1506,example_cluster117_image20.png,RBCs|Tumor,Yes,output/export/clusters/example_cluster117_image20.png,"['RBCs', 'Tumor']",RBCs|Tumor
1507,example_cluster31_image7.png,Plasmacell|Stroma,Yes,output/export/clusters/example_cluster31_image7.png,"['Stroma', 'Plasmacell']",Stroma|Plasmacell
1508,example_cluster122_image15.png,RBCs,Yes,output/export/clusters/example_cluster122_image15.png,['RBCs'],RBCs
1509,example_cluster113_image24.png,Stroma,Yes,output/export/clusters/example_cluster113_image24.png,['Stroma'],Stroma
1510,example_cluster32_image24.png,Tumor,Yes,output/export/clusters/example_cluster32_image24.png,['Tumor'],Tumor
1511,example_cluster112_image7.png,RBCs|Stroma,Yes,output/export/clusters/example_cluster112_image7.png,"['RBCs', 'Stroma']",RBCs|Stroma
1514,example_cluster29_image0.png,Stroma|Lymphocytes,Yes,output/export/clusters/example_cluster29_image0.png,"['Lymphocytes', 'Stroma']",Lymphocytes|Stroma
1516,example_cluster11_image9.png,Necrosis,Yes,output/export/clusters/example_cluster11_image9.png,['Necrosis'],Necrosis
1517,example_cluster9_image2.png,Necrosis|RBCs,Yes,output/export/clusters/example_cluster9_image2.png,"['RBCs', 'Necrosis']",RBCs|Necrosis
1518,example_cluster198_image18.png,Artifact|Necrosis|Stroma,Yes,output/export/clusters/example_cluster198_image18.png,"['Necrosis', 'Stroma']",Necrosis|Stroma
1519,example_cluster91_image1.png,RBCs,Yes,output/export/clusters/example_cluster91_image1.png,['RBCs'],RBCs
1522,example_cluster124_image13.png,Pigment|Orange Images|Tumor,Yes,output/export/clusters/example_cluster124_image13.png,"['Tumor', 'Pigment']",Tumor|Pigment
1523,example_cluster43_image13.png,Necrosis,Yes,output/export/clusters/example_cluster43_image13.png,['Necrosis'],Necrosis
1525,example_cluster132_image5.png,Stroma|Lymphocytes,Yes,output/export/clusters/example_cluster132_image5.png,"['Lymphocytes', 'Stroma']",Lymphocytes|Stroma
1526,example_cluster197_image19.png,RBCs|Tumor,Yes,output/export/clusters/example_cluster197_image19.png,"['RBCs', 'Tumor']",RBCs|Tumor
1527,example_cluster127_image10.png,Stroma,Yes,output/export/clusters/example_cluster127_image10.png,['Stroma'],Stroma
1529,example_cluster46_image10.png,Stroma|Lymphocytes,Yes,output/export/clusters/example_cluster46_image10.png,"['Lymphocytes', 'Stroma']",Lymphocytes|Stroma
1530,example_cluster19_image1.png,WBCs|RBCs|Lymphocytes,Yes,output/export/clusters/example_cluster19_image1.png,"['RBCs', 'WBCs', 'Lymphocytes']",RBCs|WBCs|Lymphocytes
1531,example_cluster162_image2.png,WBCs|RBCs,Yes,output/export/clusters/example_cluster162_image2.png,"['RBCs', 'WBCs']",RBCs|WBCs
1532,example_cluster42_image14.png,Orange Images|Stroma,Yes,output/export/clusters/example_cluster42_image14.png,['Stroma'],Stroma
1533,example_cluster122_image6.png,WBCs|RBCs,Yes,output/export/clusters/example_cluster122_image6.png,"['RBCs', 'WBCs']",RBCs|WBCs
1534,example_cluster33_image23.png,RBCs,Yes,output/export/clusters/example_cluster33_image23.png,['RBCs'],RBCs
1535,example_cluster41_image6.png,Orange Images|Stroma|Tumor,Yes,output/export/clusters/example_cluster41_image6.png,"['Stroma', 'Tumor']",Stroma|Tumor
1536,example_cluster123_image14.png,Tumor,Yes,output/export/clusters/example_cluster123_image14.png,['Tumor'],Tumor
1537,example_cluster114_image23.png,Connective tissue,Yes,output/export/clusters/example_cluster114_image23.png,['Connective tissue'],Connective tissue
1538,example_cluster102_image8.png,Glass/Blank,Yes,output/export/clusters/example_cluster102_image8.png,[],Glass/Blank
1539,example_cluster199_image17.png,Tumor,Yes,output/export/clusters/example_cluster199_image17.png,['Tumor'],Tumor
1540,example_cluster40_image16.png,WBCs|RBCs,Yes,output/export/clusters/example_cluster40_image16.png,"['RBCs', 'WBCs']",RBCs|WBCs
1541,example_cluster182_image0.png,Glass/Blank,Yes,output/export/clusters/example_cluster182_image0.png,[],Glass/Blank
1543,example_cluster21_image8.png,Stroma|Tumor,Yes,output/export/clusters/example_cluster21_image8.png,"['Stroma', 'Tumor']",Stroma|Tumor
1544,example_cluster142_image4.png,RBCs,Yes,output/export/clusters/example_cluster142_image4.png,['RBCs'],RBCs
1545,example_cluster35_image21.png,Glass/Blank|RBCs,Yes,output/export/clusters/example_cluster35_image21.png,['RBCs'],RBCs
1546,example_cluster44_image12.png,Necrosis,Yes,output/export/clusters/example_cluster44_image12.png,['Necrosis'],Necrosis
1547,example_cluster116_image21.png,Tumor|Lymphocytes,Yes,output/export/clusters/example_cluster116_image21.png,"['Lymphocytes', 'Tumor']",Lymphocytes|Tumor
1548,example_cluster61_image4.png,Stroma,Yes,output/export/clusters/example_cluster61_image4.png,['Stroma'],Stroma
1549,example_cluster125_image12.png,RBCs|Tumor,Yes,output/export/clusters/example_cluster125_image12.png,"['RBCs', 'Tumor']",RBCs|Tumor
1550,example_cluster153_image20.png,Liver,Yes,output/export/clusters/example_cluster153_image20.png,['Liver'],Liver
1551,example_cluster45_image2.png,Stroma,Yes,output/export/clusters/example_cluster45_image2.png,['Stroma'],Stroma
1552,example_cluster162_image11.png,RBCs,Yes,output/export/clusters/example_cluster162_image11.png,['RBCs'],RBCs
1553,example_cluster8_image12.png,Stroma|Tumor|Lymphocytes,Yes,output/export/clusters/example_cluster8_image12.png,"['Stroma', 'Lymphocytes', 'Tumor']",Stroma|Lymphocytes|Tumor
1554,example_cluster81_image11.png,Stroma,Yes,output/export/clusters/example_cluster81_image11.png,['Stroma'],Stroma
1555,example_cluster72_image20.png,Glass/Blank,Yes,output/export/clusters/example_cluster72_image20.png,[],Glass/Blank
1557,example_cluster4_image16.png,RBCs,Yes,output/export/clusters/example_cluster4_image16.png,['RBCs'],RBCs
1558,example_cluster65_image0.png,Necrosis,Yes,output/export/clusters/example_cluster65_image0.png,['Necrosis'],Necrosis
1559,example_cluster2_image18.png,WBCs|Stroma,Yes,output/export/clusters/example_cluster2_image18.png,"['WBCs', 'Stroma']",WBCs|Stroma
1560,example_cluster146_image0.png,Stroma,Yes,output/export/clusters/example_cluster146_image0.png,['Stroma'],Stroma
1562,example_cluster70_image22.png,Apoptosis|Tumor,Yes,output/export/clusters/example_cluster70_image22.png,"['Tumor', 'Apoptosis']",Tumor|Apoptosis
1563,example_cluster106_image4.png,Liver,Yes,output/export/clusters/example_cluster106_image4.png,['Liver'],Liver
1564,example_cluster6_image14.png,Stroma|Tumor,Yes,output/export/clusters/example_cluster6_image14.png,"['Stroma', 'Tumor']",Stroma|Tumor
1565,example_cluster151_image22.png,Pigment|Orange Images|Tumor,Yes,output/export/clusters/example_cluster151_image22.png,"['Tumor', 'Pigment']",Tumor|Pigment
1566,example_cluster160_image13.png,RBCs,Yes,output/export/clusters/example_cluster160_image13.png,['RBCs'],RBCs
1567,example_cluster25_image4.png,Stroma,Yes,output/export/clusters/example_cluster25_image4.png,['Stroma'],Stroma
1568,example_cluster136_image1.png,Necrosis|Stroma|Tumor,Yes,output/export/clusters/example_cluster136_image1.png,"['Stroma', 'Necrosis', 'Tumor']",Stroma|Necrosis|Tumor
1570,example_cluster82_image10.png,RBCs|Lymphocytes,Yes,output/export/clusters/example_cluster82_image10.png,"['RBCs', 'Lymphocytes']",RBCs|Lymphocytes
1571,example_cluster1_image19.png,Necrosis,Yes,output/export/clusters/example_cluster1_image19.png,['Necrosis'],Necrosis
1572,example_cluster55_image1.png,RBCs,Yes,output/export/clusters/example_cluster55_image1.png,['RBCs'],RBCs
1573,example_cluster163_image10.png,Connective tissue,Yes,output/export/clusters/example_cluster163_image10.png,['Connective tissue'],Connective tissue
1575,example_cluster15_image5.png,Necrosis|Out of focus|Stroma,Yes,output/export/clusters/example_cluster15_image5.png,"['Necrosis', 'Stroma']",Necrosis|Stroma
1576,example_cluster5_image15.png,Glass/Blank,Yes,output/export/clusters/example_cluster5_image15.png,[],Glass/Blank
1577,example_cluster3_image17.png,RBCs|Out of focus,Yes,output/export/clusters/example_cluster3_image17.png,['RBCs'],RBCs
1578,example_cluster35_image3.png,Glass/Blank|RBCs,Yes,output/export/clusters/example_cluster35_image3.png,['RBCs'],RBCs
1579,example_cluster161_image12.png,Stroma|Tumor,Yes,output/export/clusters/example_cluster161_image12.png,"['Stroma', 'Tumor']",Stroma|Tumor
1581,example_cluster71_image21.png,Connective tissue,Yes,output/export/clusters/example_cluster71_image21.png,['Connective tissue'],Connective tissue
1582,example_cluster116_image3.png,Stroma|Tumor,Yes,output/export/clusters/example_cluster116_image3.png,"['Stroma', 'Tumor']",Stroma|Tumor
1583,example_cluster80_image12.png,Apoptosis|Tumor,Yes,output/export/clusters/example_cluster80_image12.png,"['Tumor', 'Apoptosis']",Tumor|Apoptosis
1584,example_cluster7_image13.png,Tumor,Yes,output/export/clusters/example_cluster7_image13.png,['Tumor'],Tumor
1585,example_cluster3_image0.png,RBCs|Out of focus,Yes,output/export/clusters/example_cluster3_image0.png,['RBCs'],RBCs
1586,example_cluster74_image8.png,Orange Images|Stroma,Yes,output/export/clusters/example_cluster74_image8.png,['Stroma'],Stroma
1587,example_cluster89_image20.png,Tumor,Yes,output/export/clusters/example_cluster89_image20.png,['Tumor'],Tumor
1588,example_cluster19_image18.png,RBCs,Yes,output/export/clusters/example_cluster19_image18.png,['RBCs'],RBCs
1589,example_cluster171_image19.png,RBCs,Yes,output/export/clusters/example_cluster171_image19.png,['RBCs'],RBCs
1590,example_cluster98_image11.png,Stroma|Lymphocytes,Yes,output/export/clusters/example_cluster98_image11.png,"['Lymphocytes', 'Stroma']",Lymphocytes|Stroma
1591,example_cluster101_image10.png,Tumor,Yes,output/export/clusters/example_cluster101_image10.png,['Tumor'],Tumor
1592,example_cluster20_image10.png,Stroma,Yes,output/export/clusters/example_cluster20_image10.png,['Stroma'],Stroma
1594,example_cluster155_image8.png,RBCs,Yes,output/export/clusters/example_cluster155_image8.png,['RBCs'],RBCs
1595,example_cluster179_image11.png,Tumor,Yes,output/export/clusters/example_cluster179_image11.png,['Tumor'],Tumor
1596,example_cluster166_image24.png,Stroma,Yes,output/export/clusters/example_cluster166_image24.png,['Stroma'],Stroma
1597,example_cluster175_image15.png,Stroma|Tumor,Yes,output/export/clusters/example_cluster175_image15.png,"['Stroma', 'Tumor']",Stroma|Tumor
1598,example_cluster195_image4.png,Orange Images|Stroma,Yes,output/export/clusters/example_cluster195_image4.png,['Stroma'],Stroma
1600,example_cluster85_image24.png,Stroma|Tumor,Yes,output/export/clusters/example_cluster85_image24.png,"['Stroma', 'Tumor']",Stroma|Tumor
1601,example_cluster173_image17.png,RBCs,Yes,output/export/clusters/example_cluster173_image17.png,['RBCs'],RBCs
1602,example_cluster94_image6.png,Orange Images|RBCs|Stroma,Yes,output/export/clusters/example_cluster94_image6.png,"['RBCs', 'Stroma']",RBCs|Stroma
1603,example_cluster92_image17.png,Connective tissue,Yes,output/export/clusters/example_cluster92_image17.png,['Connective tissue'],Connective tissue
1604,example_cluster175_image6.png,Tumor,Yes,output/export/clusters/example_cluster175_image6.png,['Tumor'],Tumor
1605,example_cluster177_image13.png,WBCs|RBCs,Yes,output/export/clusters/example_cluster177_image13.png,"['RBCs', 'WBCs']",RBCs|WBCs
1606,example_cluster168_image22.png,Stroma|Tumor,Yes,output/export/clusters/example_cluster168_image22.png,"['Stroma', 'Tumor']",Stroma|Tumor
1607,example_cluster87_image22.png,Stroma,Yes,output/export/clusters/example_cluster87_image22.png,['Stroma'],Stroma
1609,example_cluster91_image18.png,RBCs,Yes,output/export/clusters/example_cluster91_image18.png,['RBCs'],RBCs
1611,example_cluster84_image7.png,WBCs|RBCs,Yes,output/export/clusters/example_cluster84_image7.png,"['RBCs', 'WBCs']",RBCs|WBCs
1612,example_cluster172_image18.png,Artifact|Lymphocytes,Yes,output/export/clusters/example_cluster172_image18.png,['Lymphocytes'],Lymphocytes
1613,example_cluster99_image10.png,Necrosis,Yes,output/export/clusters/example_cluster99_image10.png,['Necrosis'],Necrosis
1614,example_cluster86_image23.png,Stroma|Tumor,Yes,output/export/clusters/example_cluster86_image23.png,"['Stroma', 'Tumor']",Stroma|Tumor
1615,example_cluster95_image14.png,Necrosis,Yes,output/export/clusters/example_cluster95_image14.png,['Necrosis'],Necrosis
1616,example_cluster167_image23.png,Necrosis|Tumor,Yes,output/export/clusters/example_cluster167_image23.png,"['Necrosis', 'Tumor']",Necrosis|Tumor
1617,example_cluster176_image14.png,Orange Images|Stroma,Yes,output/export/clusters/example_cluster176_image14.png,['Stroma'],Stroma
1618,example_cluster185_image5.png,Stroma|Tumor,Yes,output/export/clusters/example_cluster185_image5.png,"['Stroma', 'Tumor']",Stroma|Tumor
1619,example_cluster93_image16.png,Stroma|Tumor,Yes,output/export/clusters/example_cluster93_image16.png,"['Stroma', 'Tumor']",Stroma|Tumor
1620,example_cluster174_image16.png,Plasmacell|Stroma|Tumor,Yes,output/export/clusters/example_cluster174_image16.png,"['Stroma', 'Tumor', 'Plasmacell']",Stroma|Tumor|Plasmacell
1621,example_cluster100_image11.png,Stroma,Yes,output/export/clusters/example_cluster100_image11.png,['Stroma'],Stroma
1623,example_cluster64_image9.png,Stroma|Tumor,Yes,output/export/clusters/example_cluster64_image9.png,"['Stroma', 'Tumor']",Stroma|Tumor
1624,example_cluster88_image21.png,Tumor|Lymphocytes,Yes,output/export/clusters/example_cluster88_image21.png,"['Lymphocytes', 'Tumor']",Lymphocytes|Tumor
1625,example_cluster18_image19.png,Tumor,Yes,output/export/clusters/example_cluster18_image19.png,['Tumor'],Tumor
1628,example_cluster169_image21.png,RBCs,Yes,output/export/clusters/example_cluster169_image21.png,['RBCs'],RBCs
1629,example_cluster145_image9.png,Artifact|RBCs|Tumor,Yes,output/export/clusters/example_cluster145_image9.png,"['RBCs', 'Tumor']",RBCs|Tumor
1630,example_cluster136_image18.png,RBCs|Stroma|Tumor|Lymphocytes,Yes,output/export/clusters/example_cluster136_image18.png,"['Stroma', 'RBCs', 'Tumor', 'Lymphocytes']",Stroma|RBCs|Tumor|Lymphocytes
1632,example_cluster55_image18.png,RBCs,Yes,output/export/clusters/example_cluster55_image18.png,['RBCs'],RBCs
1633,example_cluster191_image8.png,Tumor,Yes,output/export/clusters/example_cluster191_image8.png,['Tumor'],Tumor
1634,example_cluster48_image7.png,Stroma|Tumor|Out of focus,Yes,output/export/clusters/example_cluster48_image7.png,"['Stroma', 'Tumor']",Stroma|Tumor
1635,example_cluster169_image3.png,RBCs,Yes,output/export/clusters/example_cluster169_image3.png,['RBCs'],RBCs
1636,example_cluster59_image14.png,Glass/Blank,Yes,output/export/clusters/example_cluster59_image14.png,[],Glass/Blank
1637,example_cluster88_image3.png,Out of focus|Tumor|Lymphocytes,Yes,output/export/clusters/example_cluster88_image3.png,"['Lymphocytes', 'Tumor']",Lymphocytes|Tumor
1638,example_cluster100_image2.png,Stroma,Yes,output/export/clusters/example_cluster100_image2.png,['Stroma'],Stroma
1639,example_cluster138_image16.png,Out of focus|Tumor,Yes,output/export/clusters/example_cluster138_image16.png,['Tumor'],Tumor
1640,example_cluster149_image5.png,Tumor,Yes,output/export/clusters/example_cluster149_image5.png,['Tumor'],Tumor
1641,example_cluster57_image16.png,Tumor,Yes,output/export/clusters/example_cluster57_image16.png,['Tumor'],Tumor
1642,example_cluster68_image5.png,Necrosis,Yes,output/export/clusters/example_cluster68_image5.png,['Necrosis'],Necrosis
1643,example_cluster189_image1.png,Artifact|Stroma,Yes,output/export/clusters/example_cluster189_image1.png,['Stroma'],Stroma
1644,example_cluster28_image9.png,Tumor,Yes,output/export/clusters/example_cluster28_image9.png,['Tumor'],Tumor
1646,example_cluster109_image9.png,Stroma|Tumor,Yes,output/export/clusters/example_cluster109_image9.png,"['Stroma', 'Tumor']",Stroma|Tumor
1647,example_cluster58_image6.png,Tumor,Yes,output/export/clusters/example_cluster58_image6.png,['Tumor'],Tumor
1648,example_cluster56_image17.png,Connective tissue,Yes,output/export/clusters/example_cluster56_image17.png,['Connective tissue'],Connective tissue
1649,example_cluster137_image17.png,Necrosis,Yes,output/export/clusters/example_cluster137_image17.png,['Necrosis'],Necrosis
1651,example_cluster110_image1.png,Liver|Pigment|Normal,Yes,output/export/clusters/example_cluster110_image1.png,"['Liver', 'Normal', 'Pigment']",Liver|Normal|Pigment
1652,example_cluster98_image2.png,Plasmacell|Tumor|Lymphocytes,Yes,output/export/clusters/example_cluster98_image2.png,"['Lymphocytes', 'Tumor', 'Plasmacell']",Lymphocytes|Tumor|Plasmacell
1653,example_cluster179_image2.png,Tumor,Yes,output/export/clusters/example_cluster179_image2.png,['Tumor'],Tumor
1654,example_cluster78_image4.png,Tumor,Yes,output/export/clusters/example_cluster78_image4.png,['Tumor'],Tumor
1655,example_cluster58_image15.png,Tumor,Yes,output/export/clusters/example_cluster58_image15.png,['Tumor'],Tumor
1656,example_cluster49_image24.png,Stroma|Tumor,Yes,output/export/clusters/example_cluster49_image24.png,"['Stroma', 'Tumor']",Stroma|Tumor
1658,example_cluster159_image4.png,Mucin,Yes,output/export/clusters/example_cluster159_image4.png,['Mucin'],Mucin
1659,example_cluster135_image19.png,Apoptosis|Stroma|Tumor,Yes,output/export/clusters/example_cluster135_image19.png,"['Stroma', 'Tumor', 'Apoptosis']",Stroma|Tumor|Apoptosis
1660,example_cluster119_image8.png,Stroma|Tumor,Yes,output/export/clusters/example_cluster119_image8.png,"['Stroma', 'Tumor']",Stroma|Tumor
1661,example_cluster199_image0.png,Necrosis|Stroma,Yes,output/export/clusters/example_cluster199_image0.png,"['Necrosis', 'Stroma']",Necrosis|Stroma
1662,example_cluster181_image9.png,Artifact|RBCs,Yes,output/export/clusters/example_cluster181_image9.png,['RBCs'],RBCs
1663,example_cluster38_image8.png,Necrosis|Lymphocytes,Yes,output/export/clusters/example_cluster38_image8.png,"['Lymphocytes', 'Necrosis']",Lymphocytes|Necrosis
1664,example_cluster54_image19.png,Stroma,Yes,output/export/clusters/example_cluster54_image19.png,['Stroma'],Stroma
1665,example_cluster92_image8.png,Connective tissue,Yes,output/export/clusters/example_cluster92_image8.png,['Connective tissue'],Connective tissue
1666,example_cluster193_image15.png,Out of focus|Tumor,Yes,output/export/clusters/example_cluster193_image15.png,['Tumor'],Tumor
1667,example_cluster173_image8.png,Necrosis,Yes,output/export/clusters/example_cluster173_image8.png,['Necrosis'],Necrosis
1668,example_cluster184_image24.png,Artifact|Stroma,Yes,output/export/clusters/example_cluster184_image24.png,['Stroma'],Stroma
1669,example_cluster37_image18.png,Tumor,Yes,output/export/clusters/example_cluster37_image18.png,['Tumor'],Tumor
1670,example_cluster197_image11.png,Artifact|RBCs,Yes,output/export/clusters/example_cluster197_image11.png,['RBCs'],RBCs
1671,example_cluster118_image18.png,WBCs|RBCs,Yes,output/export/clusters/example_cluster118_image18.png,"['RBCs', 'WBCs']",RBCs|WBCs
